att_check,Instructions,Condition,describe,timePerp,checkwant1,moral_1,dim_1,color_1,visualDetail_1,sound_1,smell_1,touch_1,taste_1,vivid_1,detail_1,comprehensible_1,complex_1,realistic_1,location_1,setting_1,spatialArrangementOb_1,spatialArrangmentPeo_1,time_1,year_1,season_1,day_1,hour_1,long_1,tone_1,implications_1,implicationsNow_1,felt_1,valenceThen_1,intensityThen_1,valenceNOw_1,intensityNow_1,thoughts_1,reveal_1,before_1,after_1,accuracy_1,oftenThought_1,oftenTALKED_1,age,gender,Q180,effort
8,1,for,My friend stopped hanging out with me unless she needed hep with something. It felt like I was there because I was reliable but not fun enough. I confronted her and we fought verbally about it. I forgave her after enough time had passed and it seemed less important because I had new closer friends. ,22-Feb,1,2,5,6,5,6,1,2,1,6,5,6,6,6,7,7,5,5,3,6,7,3,5,7,1,6,3,7,1,6,3,2,6,5,5,2,2,6,6,21,2,1,15
8,1,for,"My ex had called me when he was drunk and called me very hurtful names and proceeded to text those names to me as well. He was back at home drinking with his friends, who I was already not a big fan of, and none of them tried to stop him when he ft me and started yelling at me, literally out of nowhere and unprompted. He blacked out and said he did not remember doing it. I ended up forgiving him because he seemed remorseful.",21-Oct,1,5,5,5,5,6,1,1,1,5,5,5,5,5,7,7,7,7,7,6,7,3,5,3,3,5,2,7,2,3,2,5,6,2,5,3,7,5,3,21,2,1,15
8,1,for,"When my ex-girlfriend broke up with me. I felt like I was punched in the gut because they came all the way from their college back to our hometown. They were extra sweet about it too like, ""can I get you an uber or a ride home?"" which made me even angrier. There was stuff of mine that they did not return that I begged for. They did not answer my texts and only communicated through a friend. And their reason for breaking up was so that they could find themselves. ",17-Sep,1,2,4,5,3,2,1,1,1,3,3,5,2,7,5,6,2,2,5,6,4,2,4,3,3,6,2,6,1,6,3,1,2,3,1,2,5,7,6,22,2,1,15
8,1,for,"I had this friend who had left me to date a girl. We were not dating, but he started to hate me and be mean to me as he dated this girl because she manipulated him into hating me. He said really hurtful things to me and it really damaged our friendship. It also caused a lot of drama in our friend group. I went through a tough time emotionally from it and it changed my attitude towards certain things.",19-Sep,1,6,6,5,7,4,2,2,1,7,6,6,6,7,7,7,3,6,6,6,6,6,4,6,2,7,6,7,2,6,3,3,5,4,6,5,2,5,5,22,2,1,15
8,1,for,"Five years ago I dated a guy for a short amount of time. He abruptly broke up with me for seemingly no reason, as he never gave me any. That harmed me emotionally, and it turned into physical harm. I was hurt for a long time because I always felt I did something wrong, or there was something wrong with me. Eventually we got to talk it out, and he apologized. Eventually I forgave him, and to this day I don't regret forgiving him. ",18-Mar,1,5,4,7,6,3,1,3,1,4,5,4,3,6,5,4,6,6,6,5,1,2,3,2,1,7,5,6,1,7,3,5,1,5,3,1,3,2,2,23,2,1,15
8,1,for,"Six years ago, I found out a friend was talking poorly about me behind my back to other acquaintances. They had made up lies and told others secrets that I did not want shared. I found out through a mutual friend and confronted the person, who then apologized. After a few weeks, I felt that they were sincerely sorry so I forgave them.",18-Aug,1,5,5,6,5,3,2,2,1,5,5,5,3,5,3,5,2,5,3,5,5,2,1,5,3,5,2,6,2,5,3,1,5,3,3,5,3,5,5,23,2,1,15
8,1,for,"In my mid to late teenage years, I became very close to one friend in particular; we had been friends for some time before that, but we eventually became best friends, even though we lived several states apart from each other. I remember it was in the fall; she had been stressed about school earlier that summer, and had been taking out her frustrations about work and school on me and our mutual friend, then she would try to apologize and make it up, and then she would fall back into being unbearable again, and the cycle would repeat. This time, however, it was different: she claimed that she had started to view me more as a significant other than a friend in her desire to be a very good friend, and that because of this we couldn't be friends anymore. I had not realized her homophobia before this - it was because she did not approve of same sex relationships that she had decided this - and so it surprised me. The way she talked made it seem like she was trying to shift the blame onto me to take the pressure off of herself, and she made a couple other comments that were hurtful, but in ways that were very personal, and targeted since she knew what I was sensitive about. She was my best friend, and losing her in such a hurtful way helped destroy my self confidence and image for many years, as I internalized that it was partially my fault that she had acted like that; now I've come to terms that she was simply a damaged person too, and I have come to forgive and forget.","November, 2019",1,3,7,4,2,1,1,2,1,7,6,7,5,5,3,5,4,3,2,7,7,1,1,3,1,7,6,7,1,7,3,5,5,4,1,2,6,6,2,24,2,1,15
8,1,for,"When I was 18 years old, a close friend betrayed me by spreading rumors about me to our mutual friends. It was an incredibly hurtful experience, and I felt completely betrayed by someone I trusted. I confronted my friend about it, and after a long conversation, we were able to work things out. Although it took time, I eventually forgave my friend for their actions. It wasn't easy, but I realized that holding onto anger and resentment would only hurt me in the end. Our friendship was never quite the same, but I was able to move on and learn from the experience.




","Sep, 2016",1,6,6,7,7,3,1,1,1,6,7,5,7,5,3,5,2,2,4,6,6,3,5,6,2,6,1,7,1,7,2,5,7,3,1,3,3,2,1,24,2,1,15
8,1,for,"When I was in highschool, my boyfriend made fun of me and broke up with me. I forgived him and got back together with him. ",12-Jul,1,3,6,7,7,3,2,4,1,5,4,5,6,6,7,7,7,6,3,3,5,1,3,5,3,7,3,5,2,7,4,2,5,5,2,5,6,6,2,25,2,1,15
8,1,for,"My father is a narcissist and he always acts in a selfish way. He often hurls insults when there are disagreements. He told me a a few years ago that I was fat, yet gets mad when I do not eat the food he cooks when I'm on a diet. He also told me that I'm stupid and an idiot when I do not agree with him on things. ","July, 2022",1,7,5,6,6,5,4,4,3,5,6,5,4,4,6,6,5,6,6,5,6,6,3,5,2,5,5,6,1,5,2,4,5,6,5,5,6,5,4,25,2,1,15
8,1,for,my ex boyfriend physically and mentally hurt me. it was my frst relationship so i didn't know what i was doing. he was very controlling and gaslit me. he also would hit me in private.,19-May,1,7,7,3,6,5,3,6,5,6,7,7,6,7,6,6,5,6,5,6,3,7,6,6,1,7,6,5,1,7,1,6,6,5,5,6,1,5,5,25,2,1,15
8,1,for,"One of my friends in college said that a close friend of mine had been gossiping about me. Janie had said I was bipolar when in reality I was going through and processing trauma. I knew Janie from middle school, and I believed she was a wonderful confidant until this incident. I ended up confronting her in the dorm hallway. Years later we reconciled.","April, 2015",1,6,6,2,5,3,1,1,1,5,5,6,2,4,7,7,3,3,2,4,2,2,1,3,1,5,6,7,1,7,3,5,5,3,1,4,5,4,1,26,2,1,15
8,1,for,"My ex-boyfriend punched me in the stomach several times after we had a big fight and I begged him to let me into this room so we could talk. I ended up forcing my way in, and he freaked out and started punching me in the stomachs. The punches were only moderately hard, but it scared me, and I ended up yelling until his roommates burst into his room to stop him. I eventually forgave him because I thought he was really special to me, and also because I thought the whole event was partially my fault for not respecting his wishes (since I forced my way into his room). ","September, 2015",1,5,4,7,5,3,1,5,1,4,4,5,5,6,6,7,5,3,5,5,3,5,2,3,1,7,3,6,1,6,2,4,5,6,5,5,4,5,3,26,2,1,15
8,1,for,"When I was in high school I was emotionally harmed by a friend that was close to me. While this was a couple of years ago, I can remember the situation like it was yesterday. I found that it is important to not trust people that could harm you. With that mindset, I decided that it would be best to forgive the person that has emotionally harmed me. This is because these feelings would be horrible to harbor.",14-Jun,1,6,7,6,6,2,1,3,5,6,7,6,2,7,7,6,2,6,6,3,5,6,2,5,4,3,3,6,6,6,6,5,3,5,5,3,5,7,7,26,2,1,15
8,1,for,"I remember my very first boyfriend cheated on me. While not physically cheating, I caught him flirting and texting other girls in college and went on dates with them. I was so devastated and this harmed me emotionally. I broke up with them and was so angry for a long time. Finally, I was able to forgive them because they apologized so many times to me and seemed genuinely sorry. I knew I had to forgive him in order to let it go and finally be free because it was always eating me up inside.","August, 2017",1,6,5,4,5,5,1,3,1,5,5,6,3,6,7,6,2,3,4,3,5,4,4,4,4,4,3,7,1,7,4,3,5,4,4,6,3,7,7,26,2,1,15
8,1,for,"When I was in college I was friends with a lot of people who did not have my interest at hand. One of those people was a girl that was in the same fraternity as me. She would constantly not invite me to things, laugh about me behind my back, but directly to me she would constantly ask me for help and to copy my homework. The worst incident happened at a fraternity event where I overheard her talking about me to other fraternity members in a negative way. A few years later she acknowledged that her behavior was awful and she apologized directly to me.",16-Feb,1,6,3,5,6,7,1,1,1,3,5,5,7,5,5,5,3,6,5,2,6,5,3,6,1,6,3,6,1,7,1,6,5,1,2,2,5,3,2,26,2,2,15
8,1,for,"About 8 years ago, a friend of mine had lied to me about her plans one weekend. I had asked her what she was doing, and she pretended that she did not have any plans. I later found out that she was hanging out with some other people I know, and I was confused. I confronted her about it and she got defensive initially. She ended up apologizing and it took me awhile but I forgave once I noticed that her behavior truly changed.",16-Sep,1,3,4,4,3,5,1,1,1,3,3,5,2,6,3,3,3,3,3,3,5,2,1,1,4,2,2,5,3,4,3,1,2,2,4,4,3,1,1,27,2,1,15
8,1,for,"My step mother has been relatively abusive since I was little. She would only get enough food for dinner even while we were home all day. This generally lead me to skip breakfast and lunch due to no food available. OVerall its lead to me struggling to eat consistent meals because my body does not feel hungry. I can remember coming downstairs while she was cooling and asking her while there was no food for any other meal htrough the day. Why she provided food for her kids but not me or my brother. She just ignored me. It didn't stop there, she continued to starve us. I use to resent her for these things. Shes the reason its so hard to eat meals. But over time I just had to end up letting it go as the anger wouldn't fix anything. IF anything it just made me more upset. I forgave her for what she did to me, but have never spoken to her since.",20-May,1,7,7,1,5,2,1,3,5,6,6,5,2,6,6,6,3,3,6,5,5,3,2,7,2,2,7,7,1,7,1,5,6,6,1,1,1,7,7,27,2,1,15
8,1,for,"One of my exes and I had gotten back together. It had been a while since we had last seen each other and I wanted to reconnect. After making my boundaries clear about what I was wanting in my life and what I wanted out of a relationship, he tried getting me pregnant. I ended things right then and there and he blew up on me saying that I was leading him on and abusing him. I ended up forgiving him several years later when I found out that he was severely mentally unstable at the time and had just started a new medication.","March, 2019",1,7,6,7,5,3,2,7,1,6,6,7,4,7,7,6,5,6,6,5,5,5,5,2,2,7,2,7,1,7,1,5,5,2,3,6,7,5,2,28,2,1,15
8,1,for,"My friend L and I got into a big fight and she said some things to me that were really hurtful, like that I didn't care about her at all and only wanted her for one thing (we were hooking up). We stopped talking for a while, then a couple years later I reflected and was able to see the situation better and ended up reaching out and we became friends again.",19-Aug,1,3,3,5,5,3,3,5,3,5,5,3,6,6,5,5,5,5,5,5,5,5,5,6,2,6,4,6,2,6,2,5,5,5,5,5,3,6,5,28,2,1,15
8,1,for,I was out at a party and two friends left me there. they went back to a guy's place that on of them was dating at the time. I ended up having to walk home. I was upset but the next day we talked about it and they felt really guilty.,16-Feb,1,5,3,7,6,5,2,2,1,6,6,5,5,6,7,5,6,6,6,6,5,7,6,6,1,5,1,6,1,6,3,3,5,2,6,6,6,3,5,29,2,1,15
8,1,for,"When I was 23 I was involved in an abusive relationship with someone much older than me. They hurt me both physically and emotionally in the six months that we were together, but they hurt me for the last time in November 2016. We had our last fight at that time and they slapped me after calling me a misogynistic slur. That was the last straw for me. I suddenly had a moment of clarity and realized that I needed to get away from this person for good, so I left them. I had been dependent on them for my self-esteem during those six months, so I had a long period of mourning and guilt after we broke up. Eventually I had to come to terms with the fact that in order for me to move on I had to forgive this person and let them go. It wasn't an easy process but I was successful in the end.",16-Nov,1,7,7,5,5,6,3,4,3,6,6,7,5,7,7,6,5,5,7,7,7,7,5,5,1,6,7,7,1,7,2,6,7,4,7,7,7,5,3,29,2,1,15
8,1,for,"My ex broke up with me 3 times. We dated for 7 months. I was very much in love with him, but I guess he didn't feel the same. I have learned to forgive him.",21-Jul,1,7,7,7,7,7,1,6,2,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,2,1,15
8,1,for,"About 8 years ago, someone I cared deeply for physically harmed me. We had been in an argument over something that seemed minuscule. They had blacked out in anger and choked me. I ended up having a seizure from being choked.",15-Aug,1,6,7,7,7,7,4,7,1,7,7,7,4,7,7,7,5,7,7,7,7,4,4,5,2,5,4,7,2,6,3,5,7,4,7,7,7,3,1,30,2,1,15
8,1,for,"My boyfriend ended up saying a lot of mean things about me. He said negative things about my body, such as me being fat. He also said things about my personality, like I was not supportive of him enough or that he thought I hated him. We joke around a lot about each other but he went off a bit about me in a way that was not like our usual joking.",23-Apr,1,3,6,6,5,6,1,5,1,6,6,6,2,6,7,7,4,5,6,7,7,7,6,5,2,5,4,6,1,5,3,4,6,4,3,5,3,5,2,30,2,1,15
8,1,for,"In college, I had a friend. We were in a club together and another club member was physically abusing them. They confided in me, and said it was okay to tell the club president. I informed the club president, and my friend later claimed they never said it was okay. I did forgive them because they were an abuse victim, but they became verbally abusive towards me.",15-May,1,4,4,4,1,1,1,1,1,2,2,1,3,3,1,4,4,2,5,6,4,1,4,3,3,4,5,5,2,5,4,4,1,5,1,1,2,3,2,31,2,1,15
8,1,for,"    This was a family member who criticized me badly to the point I felt very upset. He belittled my opinion on subjects that were important to me. Because he felt I would give in he kept up a barrage of insults until I finally quit talking about the subject. He felt he "" had won"" the argument even though I still maintained my beliefs but he was smug and let me know he had won the argument. It was also put in a way that let me know he was "" smarter"" than me because he was a man.
 Years later I forgave him and felt a little sorry for him.",Jan. 2019,1,6,7,7,7,7,1,2,1,7,7,7,6,7,7,7,7,7,7,6,6,5,3,5,2,5,4,7,2,5,4,3,6,4,3,3,7,3,3,32,2,1,15
8,1,for,"My ex partner harmed me emotionally for the last time 6 years ago.  Despite having a break and interest in rekindling things, he again lied to me about seeing other women.  In fact, he was in another serious relationship and I found out a few months later he was going to be a father with even another woman.  I remember finding out when one of the other women reached out to me because she was suspicious of me.  I did not forgive at first because I was emotionally involved for a time, but eventually the feelings wore off and I realized he is a person who needs help and that I am ultimately blessed for finding out about everything.","Aug, 2017",1,7,5,5,5,2,1,2,2,6,5,5,5,5,5,4,3,3,3,3,2,2,5,5,1,6,3,2,1,7,3,5,3,1,2,2,2,3,3,32,2,1,15
8,1,for,I was cheated on in a relationship. I  found out about it years later. i was upset but I forgave them. I was very hurt but it had happened so long ago.,15-Sep,1,5,7,6,6,6,1,1,1,6,2,5,2,6,1,2,1,1,1,3,2,6,3,6,1,4,2,6,1,6,1,3,1,3,1,1,6,7,5,33,2,1,15
8,1,for,"When I first started dating my current boyfriend, I thought we were exclusive, but he was still flirting with and seeing another girl from work. This really hurt me because I had verified with him that I was not okay with just being used for sex and if he wasn't serious he needed to tell me. I felt very betrayed and lied to, and he used the excuse that I never said specifically that we were ""exclusive."" We ended up talking a lot and working through it with some strong boundaries and lots of communication.",18-Apr,1,6,6,5,2,4,1,5,1,5,5,6,4,6,6,6,6,6,6,6,2,6,5,5,1,7,6,7,1,6,2,5,6,5,2,6,6,4,3,34,2,1,15
8,1,for,"This past year, I went on a trip with two friends. We went to a professional conference, which also gave us the opportunity to explore a new city. One of the friends is a very close one, while the other is an acquaintance who works closely with the first friend. On the trip, I increasingly felt like an outsider and like I was a third wheel just following them around. This hurt me, and when we eventually talked about it, my friend acted like I had imagined the whole thing. Ultimately, we both moved on and worked to get back to normal.",January 2023.,1,2,6,7,7,5,2,1,2,6,6,7,5,7,7,4,5,5,6,7,6,6,4,4,2,5,2,6,2,6,3,4,6,5,5,5,5,5,2,34,2,1,15
8,1,for,I was 19 years old in a serious relationship. My boyfriend at the time got into an arguement with me that continued on into the car. Tensions were high and our relationship was already strained. He punched me in what would have been my face if I didnt turn my head. He connected right above my left ear on the side of my head. He immediately started apologizing and I think for the first time realized what he had done. I wasn't forgiving at first it took me some time. ,14-Jun,1,7,7,1,7,7,7,7,4,7,7,7,7,7,7,7,6,6,7,7,6,6,6,6,1,6,6,7,1,7,1,6,7,2,7,7,7,6,6,34,2,1,15
8,1,for,"I was introduced to a man in a bar I often frequented by my favorite bartender, which made me immediately trust this person. We went on a few dates and had a lot of fun - going to see movies, eating out at different restaurants, driving around the island we lived on. He had met my friends a few times, and he always made me laugh. He suddenly stopped making plans with me and then no longer made plans with me, and I later found out he had been married the whole time.",14-Dec,1,7,6,7,6,3,2,2,3,6,6,6,3,7,6,6,4,3,5,6,5,3,2,2,3,6,3,6,1,7,3,5,4,3,5,3,7,4,4,35,2,1,15
8,1,for,"My partner started to emotionally see a girl in after the New Year. I found out through going through his phone, and he admitted it. He stopped seeing the girl but not before we stopped seeing each other for a bit. After lots of talking, we decided to work it out again. ",22-Jan,1,6,5,4,5,2,1,5,1,5,7,5,5,6,5,5,1,5,6,5,5,6,2,5,1,5,5,6,5,6,2,6,6,4,5,5,4,7,5,36,2,1,15
8,1,for,"I had a joint bank account with my sister while we were in college so that we could pay house bills and  rent and stuff. Towards the end of us living there, she removed the majority of the money from the account without mentioning it to me. This caused the account to get overdrawn and we got hit with a fee. I had to go in and get it taken care of and I was pretty mad at her for it. But, it turned out that she used the money to secure a moving truck for when we had to move and it was a big help.",15-Apr,1,3,5,7,7,7,4,5,1,6,6,7,2,7,7,7,7,7,7,7,7,7,7,4,2,6,4,7,1,6,4,1,7,4,7,7,7,3,3,37,2,1,15
8,1,for,"I was in a car accident. It was a hit and run. I was severely injured and my kids were partially injured. This had a huge emotional and financial impact on our families. I can't hold a grudge, though, it would damage my own mental health.",22-Mar,1,6,7,2,6,6,2,7,1,7,7,7,3,7,7,7,7,6,7,7,7,7,7,4,2,7,7,7,2,6,3,5,7,5,6,6,3,7,6,40,2,1,15
8,1,for,"My friend, when drunk, got upset and threw a drink at me at a restaurant in front of other friends. This was very surprising and embarrassing and an awful thing to experience. It took me a while to understand what actually happened and how it could have happened. The friend walked out of the restaurant afterward and I went on with my evening with other friends, trying to forget what happened. ","November, 2022",1,6,7,7,6,4,2,6,1,6,6,6,3,6,7,7,6,6,6,7,7,7,6,3,1,6,5,7,1,6,5,6,6,5,6,5,2,4,2,40,2,1,15
8,1,for,"My husband said and did some very hurtful things to me a few years ago. It happened shortly after the pandemic had been declared. He got very angry at something I had brought up, and his reaction way out of proportion to the topic. He was fuming, yelling at me, and I think he called me some names, too. We ended up separating for a few months, until he returned. I forgave him shortly after he did it though, because as a Christian, I don't believe in holding things against someone and being bitter about it.",20-Apr,1,7,4,4,5,6,1,1,1,4,4,7,3,7,7,6,4,6,3,7,7,7,3,3,1,7,7,7,1,7,1,4,5,1,6,7,7,4,3,40,2,1,15
8,1,for,"While arguing in our kitchen at home, my partner referred to my actions as pathetic.  He'd been out the day before on a road trip to buy beer, and was unhappy with the amount of cleaning I'd finished while he was away.  

His words and demeanor were extremely hurtful, especially given the overall circumstances.  He realized how cruel he'd been reasonably quickly, but the words still stung.  Ultimately I forgave him, but I'll never forget those words.",20-Oct,1,6,7,2,2,7,2,2,2,6,6,4,3,7,7,7,3,6,7,7,7,7,3,6,1,7,7,7,1,7,1,3,3,4,5,2,7,7,2,41,2,1,15
8,1,for,"I had been in a long-term relationship with my girlfriend, Sarah, for five years. We had been through a lot together, and I thought we were happy. However, one day, Sarah sat me down and told me that she had been cheating on me with his best friend for the past few months.

I was devastated. I couldn't believe that the two people I trusted the most had betrayed me in such a way. I felt heartbroken, angry, and alone. The emotional pain I felt was intense, and I struggled to come to terms with what had happened.","August,2018",1,3,5,3,6,5,3,5,6,5,3,6,5,5,5,3,5,5,6,5,6,3,6,5,5,6,5,5,5,3,3,5,3,5,5,4,5,3,5,41,2,1,15
8,1,for,"My younger  sister has an attitude but somehow most of the time is always
 toward me. One day out of nowhere she start screaming and got a fork tried to stabbed me. My older sister able to grabbed the fork from her, then she started to attacking me. Grabbed my hair. punched me. I was so mad after she was done i called the police on her. Physically want hurt that bad, but then she said she would be happy to see me die. Until now i don't understand what did i do until my own sister wanted me die.",18-Aug,1,7,7,7,6,6,6,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,1,6,6,7,1,7,4,3,7,5,4,7,7,2,2,42,2,1,15
8,1,for,"A time when another person harmed me emotionally was my mom making comments about my size (and my son's and my niece's). We were visiting my mom and a couple times she said things about me and my son being ""big"" and so much bigger than her and that hurt my feelings, but then the last straw when I finally broke down and said something about it was when my niece and my mom and i were taking a photo together and my mom said something like how she just disappears between us because we're so big. and i couldn't hold it in anymore and i cried and told her how hurtful it was. She felt bad and apologized but thought i was being overly sensitive too. i did forgive her. ","October, 2022",1,5,6,7,6,5,1,4,1,5,6,6,4,6,7,7,6,6,6,7,7,5,5,3,2,2,3,7,1,6,3,3,7,5,5,6,6,2,2,43,2,1,15
8,1,for,My mother said some mean words toward me about my issues. I was in a vulnerable position. She should have known better not to do that. It just seems odd for her to say things like that. ,"November, 2021",1,5,2,3,2,4,1,2,1,3,3,4,4,3,4,5,3,3,3,3,3,3,2,3,3,4,4,5,2,4,2,3,2,4,2,2,2,3,1,44,2,1,15
8,1,for,Someone said something to me that was quite harsh. I was disappointed and shocked by what was said. I was deeply affected by what was said. I forgave the person because I do not hold grudges.,18-Apr,1,2,5,7,2,4,1,1,1,5,5,7,1,7,7,6,4,4,5,5,5,4,3,4,4,4,4,7,1,4,4,4,4,4,3,3,6,3,1,44,2,1,15
8,1,for,"I was in a long-term relationship that I thought was going well, until I asked my partner about New Year's Eve plans. He seemed uninterested and evasive, and I instantly knew something was wrong and suspected there was another woman. I asked him and he confirmed that he had become interested in someone else and had been cheating on me with her. I was shocked and hurt, as well as angry that he was not honest with me and let me think things were fine when he was halfway out of the relationship. I ended up forgiving him as we had been long distance for a long time, and I knew that it was harder on him than it was on me. I also knew he had difficulties expressing himself due to how he was raised and subsequent relationships he had been in before me. He admitted he had emotional problems and immediately started therapy to address his issues, which is a bigger reason I ended up forgiving him.",15-Dec,1,5,5,6,6,5,1,2,1,6,7,7,4,7,5,7,3,3,5,6,7,1,1,5,2,5,5,7,1,7,3,4,7,5,5,6,7,6,5,45,2,1,15
8,1,for,a family member was negatively talking about me to another family member. they knew i heard what they said.  they later apologized.  I was still hurt by what they said,23-Feb,1,6,6,6,6,6,1,1,1,6,6,6,4,6,6,6,4,4,6,6,6,6,5,4,2,4,2,6,2,4,2,4,6,2,4,5,6,4,3,46,2,1,15
8,1,for,"I was romantically involved with a man from 2013 - 2015. I loved him very much. After a while, I invited him to live with me and share living expenses. He held his end of our arrangement for several months, then simply did not give me his share of living expenses for four months. I separated from him, but have since forgiven him and admire from afar. I hope he is well but I will never put myself in that position with him again.",15-Mar,1,7,7,7,7,2,1,4,1,7,7,6,5,7,7,7,5,5,7,7,7,2,1,3,3,6,6,7,1,7,2,3,6,7,4,5,7,2,2,46,2,1,15
8,1,for,"After my mother died my best friend didn't know how to handle it. One of the things that they said then that really wounded me was a very kind of affronted ""I miss her too"". As though me being unable to handle my own grief over MY mother was somehow dismissive of theirs. ",23-Jan,1,6,6,7,5,7,2,2,1,6,5,6,5,3,7,6,7,7,4,5,6,3,3,2,1,5,6,7,1,6,1,4,5,5,1,1,7,6,1,47,2,1,15
8,1,for,"My son hurt me physically when I took his phone away for not listening to me. He was sitting on the bed arguing with me. I asked him repeatedly to hand me the phone and he he slammed it down in my hand as hard as he could, hurting my hand. I took the phone and walked into the other room, my hand hurt a lot for hours. ",22-Dec,1,5,6,6,6,4,1,7,1,6,6,6,2,7,7,7,6,7,2,6,4,2,1,2,1,5,5,6,1,6,2,3,6,4,2,5,6,1,1,47,2,1,15
8,1,for,"A friend complimented me on my weight loss. She said if my ex husband could see me now, he'd be sorry he left me. It hurt me because it implied he had a reason to leave me before I lost the weight. I understood what she was really trying to say, that she meant it in a different way than it had sounded.","January, 2014",1,1,5,6,5,5,2,2,2,6,5,6,2,7,7,5,5,5,7,4,5,5,5,1,4,1,1,6,3,5,5,2,6,5,5,5,2,4,2,47,2,1,15
8,1,for,My brother and I had got into an argument about my mother. He has said some hateful things that hurt me. He later apologized and explained why he said the things that he did. I forgave him and we moved on.,22-May,1,4,7,7,7,6,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,47,2,1,15
8,1,for,"My sister Mary was going through a stressful time in her life. I was also going through a stressful time. I needed her to be there for me as a sister and a friend. So I tried contacting her to set up a time to talk. She made it clear that she did not know when she would have extra time to talk. This hurt me, because she had always been there for me before. The most painful comment was ""Just stop expecting anything from me, I have nothing more to give to anybody."" That was hard to hear. But eventually, she had her baby, the baby left the NICU, and then life slowly returned to normal for my sister. We don't talk as often now as we once did, but I do feel like she still wants to have me in her life.",16-May,1,2,4,5,2,3,1,3,1,5,5,3,5,5,3,5,5,5,5,4,5,2,3,2,2,6,5,5,1,5,2,6,3,3,2,5,6,5,1,49,2,1,15
8,1,for,My mother was drinking heavily alcohol as I had approached my grandmother' house in 2018. my mother was refusing to allow home health aides to render care and was drunk. I had the the hospice company transfer my grandmother to their facility for proper care. My mom pushed me and starting hitting me. I called the hospice place and they had a talk with my mother and transported my grandmother to their facility. I learned that she was too depressed and drowning herself in alcohol to cope with the soon death of her mother. I forgave after 5 years. ,18-May,1,7,7,7,7,7,7,7,2,7,7,7,4,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,1,7,1,7,7,7,7,7,1,3,5,49,2,1,15
8,1,for,"I was very hurt by my husband. This happened about 5 years ago. I was hurt emotionally by what I felt was a betrayal by a social media post. It took a long time, but eventually I was able to forgive him. ",18-Mar,1,6,6,2,2,1,1,1,1,6,5,7,2,7,7,7,7,7,3,3,2,1,1,3,4,7,3,7,1,7,1,6,6,5,1,1,7,6,1,50,2,1,15
8,1,for,"When I was 19, I left to go from Germany to the US to marry my now ex-husband. As I tried to sneak out of the house to go to the airport, my father woke up, and confronted me, and called me all kinds of names that no woman should be called - think ""lady of the night"" kind of words. Those where the last words he said to me as I was leaving, and I did not speak to him for three years after that. I did end up forgiving him a few years later. ",Jul-92,1,5,7,6,7,5,2,1,1,7,6,7,7,7,7,7,7,7,6,7,6,6,6,3,2,7,7,7,1,7,1,7,6,6,5,5,7,7,5,50,2,1,15
8,1,for,"I went through a breakup with a past boyfriend. He had planned the event and was certain this was the direction he wanted to go in.  At the time, it didn't seem like he really knew the reasons or was very clear but I think it was more about money issues and because my birthday was coming up.  A couple of weeks later, he made a point to show excessive pda with another woman in front of me. It made me more glad of the decision to split up and I lost even more interest. I've forgiven him since and occasionally see him at the old watering holes but we've not had much to speak about.",14-Mar,1,2,5,7,6,3,1,2,1,5,4,6,3,7,7,7,5,6,7,7,7,6,5,3,3,6,6,7,3,7,4,5,5,4,4,5,5,5,4,50,2,1,15
8,1,for,"I was abandoned in France in a farmhouse where I didn't speak the language, far away from a normal city and without a working vehicle. Meanwhile, having to supply food to my pets or else they would perish. 

In the gathering of forgiveness, one can only look at their own actions and first issue the results as one's own fault first, as heavy a burden as that may be. 

The rectify of the situation is to move into another light of the self, that takes full blame of one's actions & devises, allowing for the beginning of a repair towards one's faltering ego. 

What happens to others is their reaction to a state of occurrences, and not meaning to be pointed directly at you. However, being part of the ""error"" one must attempt to decipher one's own actions that could have provoked the situation of a fail. 

To better oneself is the only answer, and that is not expected to be instant, but rather a patient self that demands recognition of the past, and confidence into the future. 

When abiding by the truth of oneself, there can be many faults found, & letting go of the faults of others is vastly important.
Healing is difficult due to one's own pity of events, 
almost nearly impossible in some situations. 

In conclusion, transfer the blame to oneself and deal with oneself on that level, 
in order to begin locating contentment again.


",13-Jun,1,6,7,7,7,6,5,6,6,7,7,7,7,3,7,7,7,7,4,4,4,1,1,7,1,7,7,7,6,7,5,6,7,7,6,7,7,7,5,50,2,1,15
