Condition,describe,timePerp,w,moral_1,dim_1,color_1,visualDetail_1,sound_1,smell_1,touch_1,taste_1,vivid_1,detail_1,comprehensible_1,complex_1,realistic_1,location_1,setting_1,spatialArrangementOb_1,spatialArrangmentPeo_1,time_1,year_1,season_1,day_1,hour_1,long_1,tone_1,implications_1,implicationsNow_1,felt_1,valenceThen_1,intensityThen_1,valenceNOw_1,intensityNow_1,thoughts_1,reveal_1,before_1,after_1,accuracy_1,oftenThought_1,oftenTALKED_1,age,Gender,Education,language,race,Problems,workerID,attnCheck
noFor,"I have struggled with significant health problems I wasn't able to figure out all my life, I have always been extremely low energy to the point that it greatly interfered with my life and ability to work and provide for myself. In 2014 I got much worse and moved back in with my dad and my step mom. They didn't believe me that it was as bad as I was saying and that was extremely frustrating for me. It wasn't until I got a lumbar puncture (spinal tap) that they started to think that what I was saying was credible, I think they thought I was just depressed or something (not that this isn't a valid condition in its own right though!). Although I now have a diagnosis, I didn't for many years. And while I was living with my dad and my step mom again they treated me very poorly. I agreed on doing chores as a condition of living with them, but my health was so poor that I wasn't eating, showering, or doing anything, really. I would only get out of bed to use the bathroom and eat about one meal a day, although some days I wouldn't eat at all.  
  
My dad and my step mom were upset with me that I wasn't doing my chores or ""being responsible."" When I had to sleep on my little brothers mattress I told them I think it had fleas or bed bugs, but they told me they didn't think that was true. Later I learned that the mattress previously had bed bugs, and that they put plastic around it but the plastic had torn, so it was completely ridiculous to think that the mattress that they knew had bed bugs didn't have bed bugs. I slept on it for weeks constantly getting more bites, and I now have permanent scars on my stomach.","I don't remember, my brain was not working well. 2014/2015 sometime",No,7,3,4,3,1,1,1,1,5,3,7,2,7,6,7,6,6,2,2,1,5,1,7,1,2,6,5,1,1,1,6,5,2,1,1,7,6,2,30,male,2-year College Degree,English,Caucasian/White,,A2UFZ49YJO16T1,Yes
noFor,"I was in a relationship with my ex. I had a dog that I loved dearly. When my dog died, I texted my girlfriend rather than calling because she was at work. The response I got was something like, ""Good. I'm glad you're hurting. You deserve to suffer."" That was totally unforgivable and basically kicking me while I was down. I remember reading the text over and over and just feeling heartbroken all around.",12-Jan,No,7,6,7,7,1,1,1,1,5,6,6,2,7,7,7,7,7,5,2,7,5,6,2,1,7,7,7,1,7,1,5,7,2,7,1,7,7,1,49,male,High School / GED,English,Caucasian/White,,A18CTR5TVQEXQB,Yes
noFor,I was playing ball at my gym when a dude fouled me really hard. I know he did it on purpose because he hates white people. He really hates ones like me than can beat his ass at hoops all day long. I hurt my knee and wasn't able to play for about 6 months after that. ,12-Aug,No,6,6,6,6,1,1,5,1,6,5,7,5,6,6,6,3,3,6,6,6,4,4,3,2,5,4,5,1,6,2,5,6,2,4,6,1,2,2,55,m,2-year College Degree,english,Caucasian/White,no,A38DXFI1TZA295,Yes
noFor,"I am still angry towards my ex-boyfriend from 4 years ago. We were together for 2 years but the relationship was pretty abusive. He was controlling, lost his temper often, and blamed his failures on me. Whatever I did was not good enough. We were engaged but he made all sorts of excuses to manipulate me to feel unworthy and undeserving to marry him, so that he can back out of it without feeling guilty. ",15-Dec,No,6,6,7,6,6,1,2,1,7,7,7,5,6,7,6,5,6,6,6,6,6,7,5,1,7,5,7,1,7,1,6,7,4,6,6,6,6,3,32,female,4-year College Degree,english,Asian/Asian American,,A28N4YR1LYTKOC,Yes
noFor,My uncle got drunk and started tapping me with a metal spoon which hurt more than he intended it to. This harmed me emotionally more than physically because my parents were there but refused to intervene to protect me. I felt helpless and unprotected and attacked. ,10-Nov,No,3,5,7,5,4,1,6,1,5,5,5,4,6,6,6,4,5,5,5,5,5,4,4,1,2,3,7,1,7,2,4,5,4,5,5,6,2,1,36,female,4-year College Degree,English,Asian/Asian American,,A2G7DTL156PTKA,Yes
noFor,I was on a date with a guy and I thought we were having a good time.  He decided to start making out with me.  I was game at first but then he started trying to choke me.  He then got angry at me when I wouldn't go back to his place.,14-Apr,No,5,6,7,6,3,2,6,2,5,6,5,5,7,7,5,6,6,5,6,6,5,5,3,2,6,5,6,2,3,2,5,6,5,5,6,7,3,2,43,female,4-year College Degree,English,Caucasian/White,,A1CE2XPYCDRHVZ,Yes
noFor,"I had an old friend that unfortunately harmed me emotionally/financially. I entrusted him with a task regarding my business and he stole a great deal of money from. I understand why he did it, but could not bring myself to forgive him. When I looked at how it hurt me and my family, I could not allow myself to. I felt if I did, I would end up inviting him back into my life and putting us in danger.",18-Dec,No,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,7,7,7,7,7,7,31,Male,4-year College Degree,English,Caucasian/White,No problems encountered during this study. Nothing was confusing.,A22DF0EWILGRLV,Yes
noFor,"When feelings and memories associated with past abuse or trauma come. â€œI've been fine for years. you the same way I reassure the people I work with in my office. feelings with a supportive loved one can help you see that you're ... If you need additional support or resources, a therapist specializing.
","October, 2018",No,7,3,7,3,7,5,7,7,5,6,7,5,7,4,7,3,7,3,7,4,7,7,6,7,4,7,7,7,3,5,7,4,5,7,4,5,5,7,29,Female,4-year College Degree,English,Caucasian/White,No. very great task,AOHKDHUX8XL5I,Yes
noFor,"A friend of mine who knew how socially awkward I was and how I hated being in groups of people, brought attention to me once when we were in a group of like 15. He said something that he knew would embarrass me. All their eyes pointed at me, and it was extremely umcomfortable and embarrassing. I left as soon as I could, ",9-Jul,No,7,7,7,7,7,1,1,1,7,7,7,5,7,7,6,5,5,7,7,7,4,4,3,1,2,3,7,1,7,2,3,7,2,7,7,1,2,1,28,male,2-year College Degree,english,Caucasian/White,"Nope, all good.",A2R0YYUAWNT7UD,Yes
noFor,My ex-mother-in-law and her control freak ways.  She took my children from me because I am an atheist after her daughter brought a killer around my children and guess what her kid out of wedlock died.  Somehow she turned this all around and I lost my children.  She is the worst human being on the planet.  I get worked up just talking about it or thinking about it like right now.  The only thing I really wanted to do after this was take control and raise my kids but my mother-in-law wouldn't let that happen.  It affects my self-esteem and so many aspects of my life.  These scars will never heal and I will never ever ever forgive her for what she did.,11-Dec,No,7,7,7,6,5,1,2,1,7,7,2,5,2,7,5,7,7,7,7,7,7,7,7,1,5,7,7,1,7,1,7,7,7,6,7,7,7,5,49,male,Some College,English,Caucasian/White,It was very clear and easy to follow.,A3862RIFFUV141,Yes
noFor,An argument with a good friend.  We were very close growing up and we started to drift apart.  He was a very selfish person.  It culminated in him not attending my mother's funeral.,10-Jul,No,4,3,5,5,3,1,2,1,3,2,5,3,5,6,5,4,4,4,2,5,3,1,1,3,3,2,5,2,5,3,2,5,4,5,3,4,2,2,37,male,Some College,english,Caucasian/White,,A1H5Q9HRH4RPZU,Yes
noFor,"I was married for a while to a man who was abusive, so I have more than a few incidents like this in my past.  The incident that I'm thinking of though was just an ordinary day.  We were walking down the sidewalk side by side, it seemed like everything was fine.  I was talking but I don't remember what I was talking about.  He just took my hand as we were walking and held it in his and snapped my little pinky finger out of joint.  I have no idea why.  He could turn on a dime like that and quite frequently did.  ",12-Oct,No,7,5,7,6,3,2,7,1,6,5,2,2,3,6,6,5,6,5,5,6,6,5,2,2,7,6,6,1,6,2,6,4,4,3,5,6,7,3,50,female,Some College,English,Caucasian/White,everything was clear,A37WDOIQH6JM6V,Yes
noFor,"I had some sensitive information about a merger that my employer was making with another company, and I shared it with a colleague of mine. I emphasized that the information was confidential and that I was one of the few people that knew about it. This guy decided to forego my warnings and posted it on Reddit in an attempt to gain more popularity. I got in trouble, because it was tracked back to me as one of the few people with the info. I discontinued my friendship with this guy and never looked back.",12-May,No,7,6,5,1,1,1,1,1,6,6,6,4,7,6,6,4,4,5,6,2,3,1,3,1,7,7,7,7,7,1,6,6,7,3,6,7,2,1,46,male,2-year College Degree,English,Caucasian/White,,A3OV174HQJIJK8,Yes
noFor,It was 2017. A new manager was hired to lead my department. I hated him from day 1. He was cold and uncaring and a terrible leader. He began his reign of terror by firing 2 of my colleagues. Other colleagues began to transfer to different departments or find jobs at other companies. I was on my way out when I got into a verbal altercation with this person. He was bad mouthing me and telling me how horrible a worker I was. His allegations were totally false. I am emotionally scarred by him and not forgiven him. Never will. So glad I was able to find a new job that I love.,17-Apr,No,7,5,7,4,2,1,1,1,6,5,5,5,4,7,7,6,6,5,6,5,6,7,5,1,6,5,7,1,6,1,6,5,5,5,5,7,6,5,41,female,Masters Degree,english,Caucasian/White,,A1VVR9MA1P9HWJ,Yes
noFor,My last boyfriend was very abusive emotionally and physically. The first time he was physically violent with me was in December 2014. We were at my house. He got mad at me for some silly reason and choked me against the wall. I never truly forgave him for this or any other incident of violence.,14-Dec,No,7,6,7,5,5,2,7,1,6,6,6,3,7,6,7,5,5,5,5,5,3,4,2,1,7,7,7,1,7,2,3,6,2,4,6,6,7,6,23,woman,Some College,English,Caucasian/White,,A49MD40UT6ABO,Yes
noFor,"A friend of mine, took advantage of my relationship with my ex girlfriend to get close to her himself.  Behind my back, they had been together for physical and emotional cheating.  He tried to reassure me nothing was wrong, but when called out factually for it he physically hit me.  This caused our entire friend circle to drift apart from each other.",16-Jan,No,7,6,4,5,6,1,3,1,6,6,4,4,6,6,6,4,5,6,5,5,6,5,5,1,7,7,7,1,7,1,4,5,4,5,4,6,3,4,28,male,4-year College Degree,English,Caucasian/White,,A24M9OW53CLT94,Yes
noFor,When I was 21 a co worker of mine tried to force themselves on me. I was working at a summer job that provided dorms. He came to my room drunk. He grabbed me and tried to kiss me. I pushed him away and eventually got him to leave,10-Jul,No,7,7,1,6,7,6,6,1,7,7,6,4,7,7,7,6,7,7,7,7,7,5,4,1,7,7,7,1,7,2,7,6,6,2,7,7,6,2,31,Female,Some College,English,African American/Black,,A37GOGQDYDT44K,Yes
noFor,"I was assaulted by my partner. It was entirely unnecessary and a horrible experience I will never forget. I will spare the researchers the details but I will never forget how I froze. I never expected to do so because I consider myself tough and independent but as he ignored my protests I felt like I couldn't move, like I was totally outside myself. He ended up messaging me a year later acting like everything was fine and that he ""missed me."" I don't think he even cognizantly knows that he assaulted me. Oh, maybe deep down he knows, but he doesn't act like it. I will never forgive him.",18-Jun,No,6,6,7,5,4,1,5,1,7,6,5,4,6,7,7,7,7,5,5,6,2,5,7,1,4,6,7,3,5,1,5,7,5,3,6,6,6,6,27,Female,4-year College Degree,English,Caucasian/White,,A18RDBJFY3QWZL,Yes
noFor,I had a boss that was verbally abusive. It came to a head when I cam back from a trip and was very ill. I was so sick I couldn't talk and could hardly move and I was catching up from being gone. He wouldn't give me a break and just screamed and screamed at me because I didn't have something done.,14-Jan,No,6,3,4,2,6,1,1,1,3,2,5,4,6,6,6,1,3,4,5,4,6,3,2,1,5,5,5,1,2,1,5,1,2,1,1,5,1,1,36,female,4-year College Degree,english,Caucasian/White,,ATKG4FI2S5MVL,Yes
noFor,"One time someone harmed me emotionally was a friend I had who I was really close to. We were both in college so we weren't talking as much. On a random day, I got a text from her saying that I've been a bad friend and neglected her, even though I've been initiated the conversations in the past. We had a whole phone conversation where she just yelled at me about being a bad friend. I tried to work it out with her but I decided that she wasn't an important person in my life. ",18-Oct,No,3,6,1,2,7,3,2,1,5,6,6,4,6,7,6,6,6,5,7,6,6,3,5,2,6,4,7,1,6,2,5,5,3,3,6,6,5,1,22,female,Some College,english,Asian/Asian American,,AQKB8JSBEMXK9,Yes
noFor,My girlfriend cheated on me 5 years ago. She was going through her pictures on her phone and accidentally showed me a picture of her kissing another girl. I broke up with her. I never forgave her.,14-Nov,No,7,6,6,6,5,1,1,1,4,4,4,3,6,7,7,5,5,5,6,6,2,2,6,2,7,7,6,1,6,1,4,6,3,3,3,6,3,2,22,female,4-year College Degree,english,"Caucasian/White,Latino/Hispanic",,A23NUJAGS4J5N,Yes
noFor,"I was madly in love, as I have never been before in my whole life. I met this crazy girl who has had a rough life but she was full of life in her best days and I was not able to draw a safe line. We got together and we have a couple of years fill with crazy and great moments. However the last months of that relationship were like hell to me, she was distant she was not able to communicate her thoughts to me and she just ended up hurting me and literally wrecking me. I needed like 5 months in order to be slightly functional again.",17-Mar,No,5,7,7,6,5,2,3,2,7,7,7,5,7,7,7,6,6,7,6,7,7,7,6,3,3,6,7,2,6,2,7,7,6,7,7,5,5,5,23,Male,High School / GED,English,Latino/Hispanic,,AM4PAC2YQPREB,Yes
noFor,"I was working on a group project my senior year of high school. My partner spent the majority of the time bad mouthing me and saying I did no work. It got so bad I tried to throw the assignment, but sadly I failed. In the end we went finished and nevere talked again. ","May, 2013",No,5,5,7,7,5,1,1,1,5,4,7,2,7,5,5,5,3,7,3,4,5,3,3,1,3,2,5,2,5,2,5,6,5,2,5,2,2,5,25,male,4-year College Degree,English,African American/Black,,A3ENS1XT17ODR6,Yes
noFor,"I had a friend that interfered with a relationship I had with an ex-girlfriend and he got her to cheat on me with him. He lied and said nothing happened, but I found out through texts on her phone that they hooked up and that they were meeting up and hanging out together. This one friend got in the middle of a good relationship I had and I had to cut ties with both my ex and with him. ","July, 2013",No,6,7,7,6,5,2,4,1,7,6,7,3,7,6,7,6,7,6,7,7,7,6,4,2,6,7,7,2,6,3,3,6,5,5,7,7,2,4,29,Male,High School / GED,English,Caucasian/White,No problems. ,A11YS0T8MV3Q7C,Yes
noFor,"In April this year I had to reach out to my mother in law about her son who was in jail. The minute I mentioned anything about money and bail, she started yelling. At that point she accused me of stealing his money for my own use and not doing anything to help him out. In reality my husband didn't even make much money at all and he was actually borrowing money from my credit card, the money he made  in my account wasn't much. She didn't apologize for her actions to me and said she was stressed, I didn't believe her. Of course after the ordeal she called me up and tried to blame me that I was trying to coerce her which I never did and I told her I don't tolerate people yelling at me. I still haven't forgiven my mother in law for her behavior since then.",19-Apr,No,7,7,6,6,5,2,5,1,7,6,7,6,7,6,7,7,7,7,6,7,7,6,3,2,5,6,6,2,3,3,3,6,3,6,7,7,4,5,35,Female,4-year College Degree,English,Asian/Asian American,,A2ZQCHONMAJZF,Yes
noFor,"I knew a man in a market in Honduras. He sold groceries to me, and I trusted him. It turned out that he was overcharging me badly for my purchases. I cut off all business relationships with him. When he came back to try to get me as a customer again, I refused and never spoke to him again.",18-May,No,6,3,6,6,3,1,1,1,5,4,6,2,6,6,7,3,5,5,3,5,5,3,3,3,6,5,5,2,5,3,3,3,6,2,2,6,2,2,36,Male,4-year College Degree,English,Caucasian/White,No problems,A2VA0NCPWJ8XZG,Yes
noFor,My father decided to start dating a 24 year old woman when he was 65.  I knew it was a bad idea but I didn't say anything.  I drove down to spend a week at the beach with them one summer and after he went to bed she tried to bang me.  I rejected her and went to bed only to be woken up by my father demanding that I leave for trying to seduce his girlfriend.  I told him what really happened and he refused to lsiten to me.  I left and haven't forgiven him for it.,"August, 2015",No,2,7,7,4,7,2,3,1,7,7,7,2,7,7,5,7,4,7,5,7,7,7,3,1,7,6,7,1,7,1,7,7,2,7,7,7,7,2,37,male,4-year College Degree,English,Caucasian/White,I feel very sad and alone now.,A21UA6O7ZFAIQJ,Yes
noFor,"my former significant other deliberately harmed me emotionally the day my 16 year old dog died. I had asked him to stay home with me that evening and he said he couldn't, he had made plans with his buddy to play pool and have a beer. Then he borrowed my car and cheated on me. He never even apologized. Wow, my dog died and he cheated the same day. Who does that?","June,2013",No,6,7,7,6,1,1,1,1,7,7,7,4,7,7,7,7,7,7,7,7,7,5,4,1,5,7,7,1,6,3,5,5,4,7,7,7,4,3,62,female,Masters Degree,english,Caucasian/White,none,A2HJDLSU95MH8Q,Yes
noFor,"I had a ""friend"" who I was once close with.  After he moved away we our relationship moved further apart.  One day he came to the area and wanted to stop by for a visit.  It turns out he only wanted to stash his car at my place to he could spend the rest of the day with a closer friend in Chicago.  I never forgave him for this.",16-Jul,No,6,6,6,5,6,2,2,6,5,6,5,2,5,6,6,3,6,6,5,6,6,5,3,1,5,6,6,1,6,2,6,6,5,2,2,3,3,2,30,male,Masters Degree,english,Caucasian/White,,AB5QVTNGQHI8J,Yes
noFor,One time someone harmed me emotionally was my ex boyfriend called me some pretty nasty names and made a public scene. I had broken up with him about three weeks prior when I ran into him somewhere. I had been avoiding his phone calls because he was so angry with me and wanted to give him a lot of space. He saw me out with a friend that happened to be male and lost it on me. I was so worried the cops were going to be called but fortunately they weren't. Though I've never been so embarrassed in my life.,8-Jun,No,7,7,7,6,7,1,1,1,5,5,7,5,6,6,6,6,6,7,6,7,6,7,7,1,6,2,7,1,6,1,6,7,3,2,6,1,6,4,31,female,2-year College Degree,English,Caucasian/White,"No, everything was easy to understand.",A3EVRS5DB4TE1A,Yes
noFor,"I was playing around with a family member and we were play hitting and poking each other. The other person then proceeded to hit me with a hair brush, which really offended me and I told them I was not okay with. I was angry and refused to speak to them afterwards because they knew how I felt about being hit with physical objects. That person apologized and I told them that I was very angry about it, but to forget it, because it had already happened. I didn't forgive them for that, and I never will because I am not okay with physical violence and to me, that's what it felt like. It felt like we were no longer playing and it was serious.",18-Mar,No,5,6,1,6,2,1,6,2,6,6,6,5,6,7,7,6,6,3,2,1,2,3,2,3,5,3,7,2,7,2,5,6,5,5,5,6,2,2,24,female,2-year College Degree,English,Latino/Hispanic,Everything was clear and easy to understand.,A1N62PWMUOG2YY,Yes
noFor,"One such time was when a former good friend and I had a falling out. It was mostly this friend's fault but i was willing to forgive. However, this friend took advantage of the situation and started spreading false rumors about me. I felt devastated and betrayed. After that, I felt I could never forgive this person again and I never did. ",15-Jun,No,6,6,6,5,5,5,6,4,6,6,6,6,6,6,6,6,6,6,5,6,6,6,4,2,6,6,6,2,6,2,6,6,6,5,5,2,5,5,32,female,4-year College Degree,English,Latino/Hispanic,,A1RATFICCKLCQ,Yes
noFor,"A ""friend"" tried to hook me up with her friend. Things felt off to me, so I grew distant with them both. It turned out she was the friend the whole time. She went off on me and said mean things, even though she was at fault. I hate that person til this day.","April,2017",No,7,5,4,4,2,1,2,1,5,4,5,4,7,7,6,5,5,6,5,5,5,5,4,1,5,2,7,1,7,2,4,6,1,4,5,1,5,1,30,Male,Some College,English,African American/Black,,A1VLBDB9W8NR3U,Yes
noFor,"About 8 years ago I was having relationship problems and I went to my parents house for some me time. I ended up arguing with my parents and had a falling out with my dad. He pushed me and I slapped his face. He came running after me and pushed me to where I fell on the ground. I was bleeding from my knees, toes, and fingers. I landed in concrete and almost bust my head on a brick. I saw the brick and almost grabbed it, but I calmed down and walked away. I could never forgive him for what he did.",12-May,No,7,7,7,7,6,2,5,1,7,7,6,6,7,7,6,6,7,7,7,5,3,5,4,1,7,6,7,1,7,1,6,7,5,7,7,7,7,2,35,female,Some College,English,"Caucasian/White,Latino/Hispanic",,A10XW6SNPNQX16,Yes
noFor,"I was home one evening and heard something outside my house. I went out and I guy was in the back of my truck pulling things out. I had a bat and started beating this guy silly. I called the police after and had him arrested. He sued me in court because I broke many bones and semi crippled him. I might have gone overboard 7 years ago but when you steal from me I needed to defend myself, wife and child. I did not forgive him one bit",13-May,No,6,6,6,6,5,2,7,1,6,6,6,3,6,6,5,5,5,6,6,6,6,6,3,3,6,6,6,2,7,3,7,6,2,6,6,7,2,3,47,male,Masters Degree,English,Caucasian/White,no,AW1QY7Q83DYCJ,Yes
noFor,"I was playing in a softball game, in a summer co-ed league.  Our team lost, and I got into an argument with a younger woman on my team, which she started.  It was just a verbal argument, but at one point she became very upset and punched me in the face, which caused me to have a black eye. Even though it was her fault, many of the other people on the team took her side, because she lied about what happened, and she never apologized to me.",11-Jul,No,7,6,7,7,6,2,7,2,7,6,6,5,6,7,7,5,5,6,5,7,5,5,3,1,7,6,7,1,6,1,6,6,4,5,6,6,7,5,59,Male,Masters Degree,English,"Caucasian/White,Native American/Alaskan",,A2I37S7GQR6X1H,Yes
noFor,"My ex husband cheated on me. I found out he had a whole other family, baby and all. They didn't know about me either, but he chose them. Later, it was made known that the baby wasn't even really his. ",14-May,No,7,7,1,5,2,2,1,1,7,5,5,4,7,5,5,6,6,6,1,4,6,3,7,1,7,7,7,1,7,3,5,7,3,2,4,6,6,3,40,female,2-year College Degree,english,Caucasian/White,,AZ1YD13LDUYZF,Yes
noFor,"I went into business with a friend of mine approximately 10 years ago.  We opened a wholesale business in the Midwest that was somewhat successful.  As time went by, i noticed that the accounting wasn't adding up.  It turns out my friend/business partner was personally taking money out of the business bank account.  Rather than come clean my friend lied and that was the end of our friendship.","January, 2009",No,6,6,6,6,5,2,2,2,5,6,5,6,6,5,5,5,6,6,5,5,5,5,5,5,6,5,6,2,5,2,6,6,5,6,6,5,5,2,36,male,Some College,english,Caucasian/White,no,A2JZUSRBP6H5S,Yes
noFor,"One person who harmed me emotionally was my best friend at my previous place of employment. This person was my best friend and we spent countless lunch breaks eating and hanging out together. One day, this person decided to tell a lie to my supervisor so that he could get the promotion opportunity instead of me. I was shocked when my manager told me that I was passed over for the promotion because someone said that I had anger management issues. After noticing that my best friend was promoted instead and hearing rumors that he was spreading this lie around the office, I confronted him. To his credit, he told me the truth and wanted to remain friends. I was hurt emotionally and shocked that someone I thought was close to me would betray and hurt me in such an unexpected way by spreading a lie about me. I told him that our friendship was over. Soon after, I found a new position and left the company. I never forgave him and have never talked to him ever since.",18-May,No,7,7,7,7,1,1,1,1,7,6,7,3,7,7,6,6,7,7,7,7,5,3,6,1,7,7,7,1,7,1,7,7,6,3,6,7,6,5,27,Male,4-year College Degree,English,Asian/Asian American,,A13WTEQ06V3B6D,Yes
noFor,My friend stopped contacting me for no apparent reason.  He shirked his duties on a shared project.  This put my educational career in jeopardy.  I never forgave him for this.  We have not  been in contact since.,12-Aug,No,5,5,7,6,3,1,2,1,5,6,5,5,3,3,5,6,5,5,3,6,2,3,5,2,6,3,5,2,5,3,3,6,5,3,2,3,5,3,32,Male,Masters Degree,English,"Caucasian/White,Asian/Asian American","The definition of ""event"" could be more clear.",AHRH8B0RZ8KXZ,Yes
noFor,A colleague of mind spread vicious rumors about my being racist. They made accusations about me saying racists comments to them and about them to others. It was extremely detrimental because it was at my place of work. I was told by my superiors about what had happened with no chance to defend myself against the lies. I have never forgiven the person for their lying and they have never apologized.,19-Jan,No,7,7,7,6,2,1,1,1,7,7,7,7,7,7,7,5,7,7,7,7,5,7,7,1,7,7,7,1,7,1,6,6,4,6,7,1,7,7,24,female,4-year College Degree,English,Caucasian/White,,AU8XCHDPGUS8B,Yes
noFor,"A few years ago, I was car pooling with my cousin and a mutual friend, and it was going well for a year, after that my cousin and our friend started treating me differently and bullying me.  After a year I had enough and I found another job, so I didn't have to commute with them anymore.  My cousin truly hurt me because I feel she chose our friend instead of choosing her cousin.  To this day, I have not talked to her.  ",16-Jan,No,7,7,7,7,5,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,3,7,1,2,6,6,7,1,7,1,6,7,4,7,6,7,2,2,36,female,4-year College Degree,English,Latino/Hispanic,,A125AOX978LDG7,Yes
noFor,"Several years ago, a friend and I decided to start a writing project together. The goal was to create a book from this, but a lot of it was just having fun creating characters and writing little vignettes. We both really enjoyed the process, and having never had a writing partner before, it was fun for me to have someone to bounce ideas off of as we were putting together the plot. We both got really into the project, and I was personally very emotionally invested, but one day after several months, my friend approached me out of the blue and told me that our partnership was over and that she wanted to completely divorce me from our book so that she could complete it herself. I had no idea that she had been feeling this way, and felt incredibly hurt and betrayed that I was being cut out of the project. We had been good friends until this point, but we stopped talking or interacting after this point, and eventually drifted apart completely.",10-Jun,No,3,5,5,2,1,1,1,1,4,4,4,5,5,5,2,2,2,5,6,5,3,1,5,3,5,5,7,2,6,3,3,3,6,3,3,5,4,2,29,female,Masters Degree,english,Caucasian/White,,A2PBYJGWVOA933,Yes
noFor,"My roommate punched me in the face because I was cracking jokes about him dropping out of college. We had a relationship at the time that was mostly about trashing each other in a friendly way. He participated enthusiastically, and so I thought it would be a fine topic to joke about. But instead, he started throwing punches because he was having a bad day.",18-Mar,No,7,4,7,5,2,2,6,1,7,4,7,4,7,7,7,1,2,3,1,7,7,3,2,1,7,7,7,1,7,1,7,5,6,5,5,7,3,3,22,Female,4-year College Degree,English,Caucasian/White,,A5PKYZJRK1ZFW,Yes
noFor,"I had been in an up and down relationship with my ex for going on 8 years. I thought things were on the mend but she thought otherwise and decided to abruptly end things. She completely left me in shambles, disregarded me and trashed my emotional well-being. It took me several weeks to feel any resemblance of normal and I still can't bring myself to forgive her for her actions and behavior. I cried so much that I ran dry and every memory was painful.","September, 2015",No,4,5,6,5,3,1,2,1,4,5,5,4,6,6,6,4,5,5,5,6,5,3,5,2,6,4,7,2,7,2,4,7,3,2,6,3,3,4,33,Male,4-year College Degree,English,Caucasian/White,"no, no",A1KA64FR47O9FS,Yes
noFor,"I had gone out on a date with someone who I had been talking with through a dating website.  The man, a police officer at that, had gotten me drunk and sexually assaulted me.  I remember him putting his gun badge and gun on my coffee table before he assaulted me and told me that nobody would believe me.  I was petrified--to this day, I never reported the incident to authorities.",16-Jan,No,7,6,6,6,5,2,7,2,6,6,6,5,7,7,7,6,6,6,6,5,6,7,7,1,7,7,7,1,7,1,7,6,7,7,6,7,6,2,35,Female,4-year College Degree,English,Caucasian/White,,AOB5RZ3WSAZPS,Yes
noFor,"This person was a coworker that lied to me. This person was a compulsive liar and I bought into their lies. In the end, going along with their lies and violating my trust destroyed my career at my employer. I have never and will never forgive this person.",12-Oct,No,7,7,7,6,7,2,7,2,7,6,2,7,7,7,7,6,6,7,7,7,7,7,6,2,7,7,7,2,7,1,6,5,6,6,7,7,6,3,41,Male,4-year College Degree,English,Caucasian/White,none,A2XXUORBL2OFYY,Yes
for,I had a friend that decided that they didn't want to be friends anymore. It was related to another friend and distant relationships. They were definitely emotional about our ordeal. They were verbally abusive because of their anger.,12-May,Yes,5,5,6,6,7,1,1,1,6,5,7,4,6,7,6,6,6,5,6,6,6,4,3,3,6,4,6,3,6,3,5,6,5,6,6,6,4,5,26,female,4-year College Degree,english,Caucasian/White,no issues,A1MJVTR0PCKBWW,Yes
for,"In 2014, I was living in another state with my friend, and she had to move back home, leaving me in a lurch. I ended up having to move back in with my parents, and she left me there without any kind of assistance or anything, and I was totally broke. It took me a year of hard work to finally get my own place again. I was very resentful of her for a while, but I ended up getting over it and accepting her friendship again. I forgave her for the harm she caused me, and I feel like we're pretty close friends again now.","May, 2014",Yes,4,3,6,3,2,1,1,1,3,3,5,3,5,5,6,2,2,3,5,3,1,1,6,2,7,7,3,2,5,4,3,2,3,2,1,3,6,2,38,male,4-year College Degree,English,Caucasian/White,,A22KRF782ELLB0,Yes
for,"When I was 20 years old, my now ex girlfriend was having problems with substance abuse. She kept it hidden from me, but I found out about it and confronted her about it. She told me she wouldn't do it again and that she was quitting. Come to find out, she was still buying the pills from someone and once again, I discovered this. I told her that we would be through if she did it again. I followed through with the ultimatum that I offered her. About two weeks later, she was already seeing someone else, so it was kind of a double whammy. The only reason she started seeing this other person so soon was to hurt me. Flash forward three years and she called me and wanted to talk. During the conversation, I told her I forgave her for what she did despite how badly I was hurt by the whole ordeal.","April, 2013",Yes,7,7,7,7,5,1,4,1,7,7,7,2,7,7,7,7,7,7,7,7,6,5,6,1,7,6,7,1,7,1,7,7,4,6,7,7,6,6,27,Male,High School / GED,English,Caucasian/White,,A3I40B0FATY8VH,Yes
for,"My best friend called me names when she was upset that I had hung out with someone else, and she did so for a few weeks, just really going in on me. However, after a while she gave up and told me why she had been acting that way, and I totally understood and apologized to her for what she had been going through, and fully forgave her.",14-Aug,Yes,5,5,2,2,2,2,2,2,2,2,4,6,5,5,5,3,4,2,3,3,2,3,3,3,2,3,2,6,2,3,2,6,6,3,2,6,3,2,27,Male,4-year College Degree,English,Caucasian/White,,A12FTSX85NQ8N9,Yes
